STATEMENT_ID,STATEMENT_DATE,OPERATION_LABEL,ADDITIONAL_LABEL,DEBIT,CREDIT,COMMENTS,RELATED_INVOICE_ID,CREATED_AT,SOURCE_FILENAME,FILE_BLOB,MIME_TYPE,RELATED_EXPENSE_ID,VALUE_DATE,MATCH_TYPE,GROUPED_INVOICE_IDS,ACTUAL_INVOICE_ID
4231,2024-03-10,PRELEVEMENT,SALAIRES,3074.05,,Tard front imaginer peu fort.,,2025-07-28 15:45:43.247354,releve_202403.csv,,text/csv,46.0,2024-03-10,EXPENSE,,
4232,2025-05-17,PRELEVEMENT,CHARGES SOCIALES,1323.84,,Situation roi effet sauver blond.,,2025-07-28 15:45:43.247354,releve_202505.csv,,text/csv,29.0,2025-05-17,EXPENSE,,
4233,2024-09-12,CHEQUE,LOYER,1189.8,,Tromper billet mort bonheur.,,2025-07-28 15:45:43.247354,releve_202409.csv,,text/csv,29.0,2024-09-12,EXPENSE,,
4234,2023-12-10,PRELEVEMENT,ELECTRICITE,2149.11,,Prière mieux chien chambre train.,,2025-07-28 15:45:43.247354,releve_202312.csv,,text/csv,3.0,2023-12-10,EXPENSE,,
4235,2025-04-25,PRELEVEMENT,LOYER,347.11,,Jour cinquante garde hôtel relever oiseau.,,2025-07-28 15:45:43.247354,releve_202504.csv,,text/csv,49.0,2025-04-25,EXPENSE,,
4236,2023-12-25,CHEQUE,CHARGES SOCIALES,1032.33,,Il certain remettre peau observer salle cent creuser.,,2025-07-28 15:45:43.247354,releve_202312.csv,,text/csv,45.0,2023-12-25,EXPENSE,,
4237,2025-03-04,VIREMENT EMIS,TELEPHONIE,1327.54,,Esprit quartier seulement.,,2025-07-28 15:45:43.247354,releve_202503.csv,,text/csv,38.0,2025-03-04,EXPENSE,,
4238,2023-08-08,CHEQUE,SALAIRES,1597.94,,Sentier campagne regretter mauvais vide lettre lentement exister.,,2025-07-28 15:45:43.247354,releve_202308.csv,,text/csv,23.0,2023-08-08,EXPENSE,,
4239,2024-03-26,CHEQUE,SALAIRES,3329.06,,Maintenir mari gens comme oui.,,2025-07-28 15:45:43.247354,releve_202403.csv,,text/csv,5.0,2024-03-26,EXPENSE,,
4240,2025-07-06,VIREMENT EMIS,LOYER,3930.79,,Fonction fort beaucoup livrer âge marchand.,,2025-07-28 15:45:43.247354,releve_202507.csv,,text/csv,16.0,2025-07-06,EXPENSE,,
4241,2024-05-28,VIREMENT EMIS,TELEPHONIE,895.93,,Présent pont printemps composer discussion brusquement.,,2025-07-28 15:45:43.247354,releve_202405.csv,,text/csv,30.0,2024-05-28,EXPENSE,,
4242,2024-09-14,PRELEVEMENT,SALAIRES,4112.51,,Presque rond installer secrétaire demeurer remonter.,,2025-07-28 15:45:43.247354,releve_202409.csv,,text/csv,19.0,2024-09-14,EXPENSE,,
4243,2025-04-19,PRELEVEMENT,TELEPHONIE,3272.45,,Inquiéter prétendre fil partager écarter.,,2025-07-28 15:45:43.247354,releve_202504.csv,,text/csv,2.0,2025-04-19,EXPENSE,,
4244,2024-12-10,CHEQUE,SALAIRES,1992.25,,Vieux imaginer jeu naître raconter général.,,2025-07-28 15:45:43.247354,releve_202412.csv,,text/csv,29.0,2024-12-10,EXPENSE,,
4245,2024-09-27,PRELEVEMENT,ELECTRICITE,1751.35,,Succès respect toit sérieux étranger pas cuisine.,,2025-07-28 15:45:43.247354,releve_202409.csv,,text/csv,4.0,2024-09-27,EXPENSE,,
4246,2024-09-30,VIREMENT EMIS,TELEPHONIE,624.41,,Souvent regard angoisse souffrance hors feuille.,,2025-07-28 15:45:43.247354,releve_202409.csv,,text/csv,17.0,2024-09-30,EXPENSE,,
4247,2024-11-11,PRELEVEMENT,LOYER,798.18,,Fou ressembler rencontre renverser jusque.,,2025-07-28 15:45:43.247354,releve_202411.csv,,text/csv,9.0,2024-11-11,EXPENSE,,
4248,2025-03-24,VIREMENT EMIS,FOURNITURES BUREAU,3967.28,,Descendre secrétaire casser du remarquer parler sourd.,,2025-07-28 15:45:43.247354,releve_202503.csv,,text/csv,12.0,2025-03-24,EXPENSE,,
4249,2025-04-25,VIREMENT EMIS,ELECTRICITE,2539.21,,Femme vers ombre autrefois.,,2025-07-28 15:45:43.247354,releve_202504.csv,,text/csv,17.0,2025-04-25,EXPENSE,,
4250,2024-06-20,VIREMENT EMIS,SALAIRES,3166.87,,Siège dimanche rien céder discussion.,,2025-07-28 15:45:43.247354,releve_202406.csv,,text/csv,32.0,2024-06-20,EXPENSE,,
4251,2024-06-04,PRELEVEMENT,FOURNITURES BUREAU,3542.59,,Source se recommencer te frais.,,2025-07-28 15:45:43.247354,releve_202406.csv,,text/csv,34.0,2024-06-04,EXPENSE,,
4252,2024-09-18,CHEQUE,TELEPHONIE,4305.39,,Guère tenter vieux grâce page comme.,,2025-07-28 15:45:43.247354,releve_202409.csv,,text/csv,25.0,2024-09-18,EXPENSE,,
4253,2023-08-02,PRELEVEMENT,SALAIRES,937.39,,Lit savoir rapidement service source plus.,,2025-07-28 15:45:43.247354,releve_202308.csv,,text/csv,26.0,2023-08-02,EXPENSE,,
4254,2025-05-24,PRELEVEMENT,TELEPHONIE,4022.52,,Pas sombre victime paysage chaise fixe.,,2025-07-28 15:45:43.247354,releve_202505.csv,,text/csv,33.0,2025-05-24,EXPENSE,,
4255,2024-04-07,CHEQUE,TELEPHONIE,2952.81,,Portier politique erreur sept agent.,,2025-07-28 15:45:43.247354,releve_202404.csv,,text/csv,6.0,2024-04-07,EXPENSE,,
4256,2023-09-13,VIREMENT EMIS,SALAIRES,926.27,,Répéter parvenir sauver réussir mêler retrouver.,,2025-07-28 15:45:43.247354,releve_202309.csv,,text/csv,36.0,2023-09-13,EXPENSE,,
4257,2023-11-05,CHEQUE,ELECTRICITE,3932.26,,Après intérieur assurer répandre doucement erreur cent médecin.,,2025-07-28 15:45:43.247354,releve_202311.csv,,text/csv,31.0,2023-11-05,EXPENSE,,
